Ticker,Company,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Price Percent to Target,Total Return,Current Price,Market Cap. (USD),IV,Sharpe Ratio,ETF,S&P 500,DJIA,Nasdaq 100
AM,   Antero Midstrm,Oil & Gas Midstream,Energy,19.35,15.496,5.87,16,3.36,9.23,15.48,7450833600,21.69,0.4,,,,
AMAL,   Amalgamated Fin,Banks—Regional,Financial Services,10.378,10.095,1.35,40,13.7,15.05,35.18,1078970600,31.57,0.5,,,,
AMAT,   Appld Matls Inc,Semiconductor Equipment & Materials,Technology,21.273,17.527,0.86,225,22.84,23.7,183.16,1.51E+11,36.32,0.7,XLK,S&P 500,,Nasdaq 100
AMBA,   Ambarella Inc,Semiconductor Equipment & Materials,Technology,0,-24.015,0,90,25.28,25.28,71.84,2964836800,44.97,0.6,,,,
AMBC,   Ambac Finl Grp,Insurance—Specialty,Financial Services,0,-63.6,0,17,33.65,33.65,12.72,603436800,47.95,0.7,,,,
AMBP,   Ardagh Metal,Packaging & Containers,Consumer Cyclical,0,52.387,10.61,4.13,10.89,21.5,3.72,2223034800,25.47,0.8,,,,
AMC,   Amc Entertainmt,Entertainment,Communication Services,0,-6.756,0,4,-17.7,-17.7,4.86,1825804800,80.47,-0.2,,,,
AMCR,   Amcor Plc,Packaging & Containers,Consumer Cyclical,19.925,14.979,4.82,11,4.17,8.99,10.56,15262790400,40.56,0.2,XLB,S&P 500,,
AMCX,   Amc Networks- A,Entertainment,Communication Services,13.141,3.169,0,9,-3.54,-3.54,9.33,411639600,56.47,-0.1,,,,
AMD,   Adv Micro Dev,Semiconductors,Technology,124.544,45.187,0,184.5,29.95,29.95,141.98,2.30E+11,39.52,0.8,XLK,S&P 500,,Nasdaq 100
AME,   Ametek Inc,Specialty Industrial Machinery,Industrials,33.797,29.594,0.57,203,4.46,5.03,194.33,44950472300,20.35,0.2,XLI,S&P 500,,
AMED,   Amedisys Inc,Medical Care Facilities,Healthcare,34.234,18.371,0,101,17.07,17.07,86.27,2825342500,17.7,1,,,,
AMG,   Affil Managers,Asset Management,Financial Services,11.995,11.268,0.02,195,5.63,5.65,184.61,5580760300,27.15,0.2,,,,
AMGN,   Amgen Inc,Drug Manufacturers—General,Healthcare,35.5,24.51,3.24,333.31,19.76,23,278.32,1.50E+11,24.21,1,XLV,S&P 500,DJIA,Nasdaq 100
AMH,   American Hm 4 R,REIT—Residential,Real Estate,39,53.561,2.76,41,9.51,12.27,37.44,13834454400,21.3,0.6,,,,
AMKR,   Amkor Tech Inc,Semiconductor Equipment & Materials,Technology,18.23,14.249,1.17,34,26.02,27.19,26.98,6654077400,40.48,0.7,,,,
AMLI,   Amer Lithium Cp,Other Industrial Metals & Mining,Basic Materials,0,-7.044,0,3.26,414.43,414.43,0.63,137295900,64.823,6.4,,,,
AMLX,   Amylyx Pharma,Biotechnology,Healthcare,0,-3.173,0,7.5,40.19,40.19,5.35,366742500,100.44,0.4,,,,
AMN,   Amn Hlthcr Svcs,Medical Care Facilities,Healthcare,18.986,-118.829,0,43,58.38,58.38,27.15,1033600500,63.47,0.9,,,,
AMP,   Ameriprise Finl,Asset Management,Financial Services,21.609,15.163,1.05,549.5,-2.87,-1.82,565.72,54886154400,21.96,-0.1,XLF,S&P 500,,
AMPG,   Amplitech Group,Communication Equipment,Technology,0,-5.917,0,4,350.7,350.7,0.89,9870100,62.907,5.6,,,,
AMPH,   Amphastar Pharm,Drug Manufacturers—Specialty & Generic,Healthcare,14.924,12.604,0,55,22.44,22.44,44.92,2159753600,33.5,0.7,,,,
AMPL,   Amplitude Inc,Software—Application,Technology,0,-18.545,0,11,4.46,4.46,10.53,996032700,46.25,0.1,,,,
AMPS,   Altus Power Inc,Utilities—Renewable,Utilities,18.81,-151.341,0,5.5,39.24,39.24,3.95,635160000,51.8,0.8,,,,
AMPX,   Amprius Tech,Electrical Equipment & Parts,Industrials,0,-5.553,0,5.5,135.04,135.04,2.34,247665600,133.2,1,,,,
AMPY,   Amplify Energy,Oil & Gas E&P,Energy,4.31,5.536,0,9.5,42.22,42.22,6.68,265663600,45.51,0.9,,,,
AMR,   Alpha Metal Rsc,Coking Coal,Basic Materials,8.888,6.833,0.81,332,36.92,37.73,242.47,3156959400,49.24,0.8,,,,
AMRC,   Ameresco Inc-A,Engineering & Construction,Industrials,28.13,17.188,0,38,35.09,35.09,28.13,1475137200,74.7,0.5,,,,
AMRK,   A-Mark Precious,Capital Markets,Financial Services,12.176,7.522,2.67,40,34.63,37.3,29.71,688677800,42.19,0.9,,,,
AMRN,   Amarin Corp Plc,Drug Manufacturers—General,Healthcare,0,-2.415,0,1,97.2,97.2,0.51,209441700,219.33,0.4,,,,
AMRX,   Amneal Pharmact,Drug Manufacturers—Specialty & Generic,Healthcare,0,121.857,0,10.5,23.09,23.09,8.53,2642935200,52.81,0.4,,,,
AMS,   Amer Share Hosp,Medical Care Facilities,Healthcare,5.328,10.833,0,4.5,38.46,38.46,3.25,20865000,69.361,0.6,,,,
AMSC,   Amer Supercon,Specialty Industrial Machinery,Industrials,0,105.935,0,29,-11.69,-11.69,32.84,1295538000,87.9,-0.1,,,,
AMSF,   Amerisafe Inc,Insurance—Specialty,Financial Services,18.156,26.795,2.53,54,-7.34,-4.81,58.28,1110234000,26.71,-0.2,,,,
AMT,   Amer Tower Corp,REIT—Specialty,Real Estate,50.07,30.976,3.13,245,17.91,21.04,207.79,97098189100,23.52,0.9,XLRE,S&P 500,,
AMTB,   Amerant Bancorp,Banks—Regional,Financial Services,0,12.34,1.43,25,-0.2,1.23,25.05,1054855500,37.81,0,,,,
AMTM,   Amentum Holdngs,Specialty Business Services,Industrials,14.446,21.865,0,30.5,25.67,25.67,24.27,6051239100,133.58,0.2,,,,
AMTX,   Aemetis Inc,Oil & Gas Refining & Marketing,Energy,0,-5.246,0,7.75,110.6,110.6,3.68,183043200,119.84,0.9,,,,
AMWD,   Amer Woodmark,"Furnishings, Fixtures & Appliances",Consumer Cyclical,13.445,11.564,0,113,25.44,25.44,90.08,1355704000,49.22,0.5,,,,
AMWL,   American Well,Health Information Services,Healthcare,0,-1.07,0,12,32.01,32.01,9.09,139258800,86.51,0.4,,,,
AMX,   Amer Movil Sab,Telecom Services,Communication Services,25.793,9.217,3.42,22,47.06,50.48,14.96,45927200000,32.69,1.5,,,,
AMZN,   Amazon.Com Inc,Internet Retail,Consumer Cyclical,45.607,34.621,0,235,10.1,10.1,213.44,2.24E+12,27.71,0.4,XLY,S&P 500,DJIA,Nasdaq 100
AN,   Autonation Inc,Auto & Truck Dealerships,Consumer Cyclical,10.37,10.105,0,195,8.07,8.07,180.44,7154446000,35.87,0.2,,,,
ANAB,   Anaptysbio Inc,Biotechnology,Healthcare,0,-3.439,0,54,145.45,145.45,22,669460000,220,0.7,,,,
ANDE,   Andersons Inc,Food Distribution,Consumer Defensive,13.713,12.935,1.57,65,35.81,37.38,47.86,1630590200,32.03,1.2,,,,
ANEB,   Anebulo Pharma,Biotechnology,Healthcare,0,0,0,8,416.13,416.13,1.55,40191500,102.779,4,,,,
ANET,   Arista Networks,Computer Hardware,Technology,49.755,187.158,0,112.5,-72.86,-72.86,414.46,1.31E+11,35.77,-2,XLK,S&P 500,,
ANET,   Arista Networks,Computer Hardware,Technology,49.755,187.158,0,112.5,-72.86,-72.86,414.46,1.31E+11,35.77,-2,XLK,S&P 500,,
ANF,   Abercrombie,Apparel Retail,Consumer Cyclical,15.344,15.824,0,190,22.6,22.6,154.97,7915867600,54.14,0.4,,,,
ANGI,   Angi Inc,Internet Content & Information,Communication Services,24.875,50.585,0,2.5,25.63,25.63,1.99,989567300,77.31,0.3,,,,
ANGO,   Angiodynamics,Medical Instruments & Supplies,Healthcare,0,-10.677,0,13,83.1,83.1,7.1,288473000,57.26,1.5,,,,
ANIK,   Anika Therapeut,Drug Manufacturers—Specialty & Generic,Healthcare,0,-86.75,0,26.5,52.74,52.74,17.35,254177500,48.01,1.1,,,,
ANIP,   Ani Pharmaceut,Drug Manufacturers—Specialty & Generic,Healthcare,0,25.238,0,83,45.95,45.95,56.87,1195976100,47.39,1,,,,
ANIX,   Anixa Bioscienc,Biotechnology,Healthcare,0,-9.096,0,8.5,156.02,156.02,3.32,106837600,94.47,1.7,,,,
ANL,   Adlai Nortye,Biotechnology,Healthcare,0,-2.919,0,9,316.67,316.67,2.16,79704000,102.779,3.1,,,,
ANNX,   Annexon Inc,Biotechnology,Healthcare,0,-4.577,0,12.5,150.5,150.5,4.99,531884100,166.31,0.9,,,,
ANRO,   Alto Neurosci,Biotechnology,Healthcare,0,-1.664,0,10,136.97,136.97,4.22,113813400,100.25,1.4,,,,
ANSS,   Ansys Inc,Software—Application,Technology,54.174,43.431,0,360,2.55,2.55,351.05,30699322500,27.17,0.1,XLK,S&P 500,,Nasdaq 100
ANTX,   An2 Therapeutic,Biotechnology,Healthcare,0,-1.408,0,2,33.33,33.33,1.5,44820000,102.779,0.3,,,,
ANVS,   Annovis Bio,Biotechnology,Healthcare,0,-3.403,0,26,306.89,306.89,6.39,88182000,135.11,2.3,,,,
ANY,   Sphere 3D Corp,Capital Markets,Financial Services,0,-1.731,0,3,122.22,122.22,1.35,28674000,137.44,0.9,,,,
AOMR,   Angel Oak Mtge,REIT—Mortgage,Real Estate,3.32,8.303,13.05,12,24.22,37.27,9.66,227106600,42.772,0.9,,,,
AON,   Aon Plc,Insurance Brokers,Financial Services,33.039,27.272,0.7,387.5,0.5,1.2,385.56,83385061200,22.83,0.1,XLF,S&P 500,,
AORT,   Artivion Inc,Medical Devices,Healthcare,0,160.432,0,33,11.19,11.19,29.68,1244185600,67.8,0.2,,,,
AOS,   Smith (Ao) Corp,Specialty Industrial Machinery,Industrials,19.53,18.116,1.82,83,12.13,13.95,74.02,10732900000,23.71,0.6,,S&P 500,,
AOSL,   Alpha&Omega Sem,Semiconductors,Technology,0,-162.382,0,40,-14.07,-14.07,46.55,1351346500,73.53,-0.2,,,,
AOUT,   Amer Outdoor Br,Leisure,Consumer Cyclical,0,-29.088,0,11.25,13.75,13.75,9.89,126888700,53.87,0.3,,,,
APA,   Apa Corp,Oil & Gas E&P,Energy,3.185,5.97,4.48,30,33.81,38.29,22.42,8294279000,40.27,1,XLE,S&P 500,,
APAM,   Artisan Ptnr Am,Asset Management,Financial Services,13.581,14.049,5.74,43.5,-11.02,-5.28,48.89,3928800400,25.99,-0.2,,,,
APD,   Air Prods & Che,Specialty Chemicals,Basic Materials,19.168,23.043,2.11,348,5.25,7.36,330.64,73527723200,21.29,0.3,XLB,S&P 500,,
APEI,   Amer Pub Educat,Education & Training Services,Consumer Defensive,39.509,14.643,0,24,14.61,14.61,20.94,370847400,57,0.3,,,,
APELY,   Alps Electric,Electronic Components,Technology,0,16.698,2.56,18.57,-8.2,-5.64,20.23,2079441700,36.935,-0.2,,,,
APG,   Api Group Cp,Engineering & Construction,Industrials,0,24.212,0,44,16.87,16.87,37.65,10345467000,29.99,0.6,,,,
APGE,   Apogee Therap,Biotechnology,Healthcare,0,-10.874,0,90,94.55,94.55,46.26,2083087800,87.27,1.1,,,,
APH,   Amphenol Corp-A,Electronic Components,Technology,41.789,32.687,0.9,79.5,8.71,9.61,73.13,88166259300,25.81,0.4,XLK,S&P 500,,
API,   Agora Inc-Adr,Software—Application,Technology,0,-119.49,0,4.05,-26.76,-26.76,5.53,509866000,133.56,-0.2,,,,
APLD,   Applied Dgtl Cp,Information Technology Services,Technology,0,-23.341,0,11,14.94,14.94,9.57,2021662500,123.39,0.1,,,,
APLE,   Apple Hosp Reit,REIT—Hotel & Motel,Real Estate,19.082,18.904,5.96,17,4.81,10.77,16.22,3891664600,18.24,0.6,,,,
APLS,   Apellis Pharma,Biotechnology,Healthcare,0,-36.302,0,46,32.83,32.83,34.63,4307625700,62.74,0.5,,,,
APLT,   Applied Therapt,Biotechnology,Healthcare,0,-2.8,0,5.5,225.44,225.44,1.69,196648400,171.53,1.3,,,,
APO,   Apollo Glbl Mgt,Asset Management,Financial Services,18.288,20.538,1.07,168,-2.89,-1.82,173,97886860000,45.42,0,,,,
APOG,   Apogee Entrprs,Building Products & Equipment,Industrials,17.681,16.729,1.19,83,-0.97,0.22,83.81,1838791400,48.76,0,,,,
APP,   Applovin Corp,Software—Application,Technology,111.076,63.08,0,275,-24.98,-24.98,366.55,1.23E+11,71.05,-0.4,,,,
APPF,   Appfolio Inc-A,Software—Application,Technology,72.46,62.104,0,280,7.04,7.04,261.58,9503201400,42.44,0.2,,,,
APPN,   Appian Corp,Software—Infrastructure,Technology,0,-59.4,0,40,3.6,3.6,38.61,3296521800,46.02,0.1,,,,
APPS,   Digital Turbine,Software—Application,Technology,0,-3.318,0,2,36.99,36.99,1.46,151445800,97.23,0.4,,,,
APRE,   Aprea Therptics,Biotechnology,Healthcare,0,-1.773,0,16,412.82,412.82,3.12,16941600,102.779,4,,,,
APTV,   Aptiv Plc,Auto Parts,Consumer Cyclical,6.204,9.36,0,74,32.83,32.83,55.71,13094078400,38.3,0.9,XLY,S&P 500,,
APYX,   Apyx Medical Cp,Medical Devices,Healthcare,0,-3.511,0,2.5,51.52,51.52,1.65,62106000,110.64,0.5,,,,
AQN,   Algonquin Power,Utilities—Renewable,Utilities,8.963,16.407,5.38,5.13,5.89,11.27,4.84,3713344800,29.51,0.4,,,,
AQST,   Aquestive Thera,Drug Manufacturers—Specialty & Generic,Healthcare,0,-7.292,0,10,127.79,127.79,4.39,400280200,89.76,1.4,,,,
AR,   Antero Resource,Oil & Gas E&P,Energy,229.143,13.532,0,33,2.87,2.87,32.08,9982012800,41.22,0.1,,,,
ARAY,   Accuray Inc,Medical Devices,Healthcare,0,15.75,0,6,185.71,185.71,2.1,211197000,51.25,3.6,,,,
ARBE,   Arbe Robotics,Software—Infrastructure,Technology,0,-3.055,0,3.5,108.33,108.33,1.68,135626400,97.92,1.1,,,,
ARBK,   Argo Blockchain,Capital Markets,Financial Services,0,-1.851,0,1,22.77,22.77,0.81,51548400,157.5,0.1,,,,
ARCB,   Arcbest Corp,Trucking,Industrials,13.553,15.27,0.43,117.5,7.97,8.4,108.83,2546622000,40.87,0.2,,,,
ARCC,   Ares Cap Cp,Asset Management,Financial Services,8.531,10.094,8.69,22,-0.81,7.88,22.18,14330054400,79.06,0.1,,,,
ARCH,   Arch Resources,Coking Coal,Basic Materials,17.545,8.23,0.59,170,1.03,1.62,168.26,3047188600,37.17,0,,,,
ARCO,   Arcos Dorados-A,Restaurants,Consumer Cyclical,12.014,9.873,2.86,13.5,62.85,65.71,8.29,1746371400,38.62,1.7,,,,
ARCT,   Arcturus Therp,Biotechnology,Healthcare,0,-10.967,0,71,296.65,296.65,17.9,484911000,62.51,4.7,,,,
ARDT,   Ardent Health,Medical Care Facilities,Healthcare,26.468,8.136,0,22.5,37.11,37.11,16.41,2342199300,44.98,0.8,,,,
ARDX,   Ardelyx Inc,Biotechnology,Healthcare,0,-56.895,0,11,100,100,5.5,1302675000,90.29,1.1,,,,
ARE,   Alexandria Real,REIT—Office,Real Estate,66.27,32.504,4.74,121,12.02,16.76,108.02,18877575200,22.82,0.7,XLRE,S&P 500,,
AREC,   Amer Resources,Coking Coal,Basic Materials,0,37.714,0,4,203.03,203.03,1.32,102194400,53.01,3.8,,,,
ARES,   Ares Management,Asset Management,Financial Services,79.932,30.979,2.14,174,-0.6,1.54,175.05,54801153000,29.4,0.1,,,,
ARGX,   Argenx Se-Adr,Biotechnology,Healthcare,0,67.035,0,624.25,2.93,2.93,606.47,36612593900,35.68,0.1,,,,
ARHS,   Arhaus Inc,Home Improvement Retail,Consumer Cyclical,19.196,24.157,0,11.5,6.98,6.98,10.75,1510697500,55.96,0.1,,,,
ARI,   Apollo Commercl,REIT—Mortgage,Real Estate,0,13.012,10.75,9,-1.42,9.33,9.13,1261583400,26.71,0.3,,,,
ARIS,   Aris Water Sol,Utilities—Regulated Water,Utilities,33.975,22.511,1.56,25,-9.16,-7.6,27.52,1602489600,50.52,-0.2,,,,
ARKAY,   Arkema-Adr,Specialty Chemicals,Basic Materials,15.975,8.849,4.78,122,57.14,61.92,77.64,5905298400,36.935,1.7,,,,
ARKO,   Arko Corp,Specialty Retail,Consumer Cyclical,44.188,20.302,1.68,7.38,4.31,5.99,7.07,818493900,46.95,0.1,,,,
ARLO,   Arlo Tech Inc,Building Products & Equipment,Industrials,0,91.214,0,17,33.12,33.12,12.77,1281341800,64.92,0.5,,,,
ARLP,   Alliance Res,Thermal Coal,Energy,7.844,8.225,10.07,27.5,-0.4,9.67,27.61,3535736600,22.45,0.4,,,,
ARM,   Arm Holdings,Semiconductors,Technology,233.967,106.812,0,159,13.26,13.26,140.38,1.47E+11,50.55,0.3,,,,Nasdaq 100
ARMK,   Aramark Holding,Specialty Business Services,Industrials,40.606,19.337,1.04,44,9.45,10.49,40.2,10610790000,27.27,0.4,,,,
ARMP,   Armata Pharmact,Biotechnology,Healthcare,0,-1.259,0,7,227.1,227.1,2.14,77425200,68.75,3.3,,,,
AROC,   Archrock Inc,Oil & Gas Equipment & Services,Energy,28.484,18.892,2.76,26.5,2.24,5,25.92,4539888000,34.43,0.1,,,,
AROW,   Arrow Finl Corp,Banks—Regional,Financial Services,16.561,12.485,3.39,34.5,6.28,9.67,32.46,543380400,29.22,0.3,,,,
ARQ,   Arq Inc,Pollution & Treatment Controls,Industrials,252.667,68.909,0,10,31.93,31.93,7.58,318587400,65.5,0.5,,,,
ARQQ,   Arquit Quantum,Software—Infrastructure,Technology,0,-17.621,0,140,419.29,419.29,26.96,184136800,139.38,3,,,,
ARQT,   Arcutis Biother,Biotechnology,Healthcare,0,-13.366,0,19,54.85,54.85,12.27,1436203500,92.63,0.6,,,,
ARR,   Armour Res Reit,REIT—Mortgage,Real Estate,6.586,4.65,15.06,20,4.71,19.77,19.1,1065016000,16.76,1.2,,,,
ARREF,   Amerigo Res Ltd,Copper,Basic Materials,10.083,5.762,7.07,2,65.29,72.36,1.21,199081300,64.823,1.1,,,,
ARRY,   Array Tech Inc,Solar,Technology,0,16.419,0,10,57.73,57.73,6.34,963299600,80.43,0.7,,,,
ARTL,   Artelo Biosci,Biotechnology,Healthcare,0,-1.196,0,5,362.96,362.96,1.08,3488400,102.779,3.5,,,,
ARTNA,   Artesian Res,Utilities—Regulated Water,Utilities,17.179,16.75,3.54,52,55.22,58.76,33.5,345050000,36.524,1.6,,,,
ARTV,   Artiva Biotherp,Biotechnology,Healthcare,0,-4.237,0,22,74.46,74.46,12.61,306296900,113.22,0.7,,,,
ARVN,   Arvinas Inc,Biotechnology,Healthcare,0,-5.338,0,60,148.04,148.04,24.19,1662094900,95.73,1.5,,,,
ARW,   Arrow Electroni,Electronics & Computer Distribution,Technology,13.521,11.673,0,129,6.37,6.37,121.28,6378115200,27.73,0.2,,,,
ARWR,   Arrowhead Pharm,Biotechnology,Healthcare,0,-8.657,0,45,72.61,72.61,26.07,3243890100,65.55,1.1,,,,
AS,   Amer Sports Inc,Leisure,Consumer Cyclical,0,38.994,0,24,-6.72,-6.72,25.73,13000082500,49.6,-0.1,,,,
ASAN,   Asana Inc,Software—Application,Technology,0,-14.573,0,13,-14.36,-14.36,15.18,3463468800,94.37,-0.2,,,,
ASB,   Assoc Banc Corp,Banks—Regional,Financial Services,21.625,11.559,3.49,26,0.19,3.68,25.95,3925197000,29.04,0.1,,,,
ASC,   Ardmore Shippin,Marine Shipping,Industrials,3.245,5.019,9.67,17,47.57,57.24,11.52,481996800,46.09,1.2,,,,
ASGN,   Asgn Inc,Information Technology Services,Technology,22.793,21.002,0,101,11.9,11.9,90.26,3989492000,46.47,0.3,,,,
ASH,   Ashland Inc,Specialty Chemicals,Basic Materials,19.924,18.427,2.02,95.5,21.35,23.37,78.7,3707557000,35.85,0.7,,,,
ASHTY,   Ashtead Gp Adr,Rental & Leasing Services,Industrials,23.139,19.006,1.29,300,-8.37,-7.08,327.42,35796828600,36.935,-0.2,,,,
ASIX,   Advansix Inc,Chemicals,Basic Materials,22.625,7.832,1.95,37.5,15.1,17.05,32.58,870863400,41.18,0.4,,,,
ASLE,   Aersale Corp,Airports & Air Services,Industrials,0,14.186,0,7,14.75,14.75,6.1,324581000,65.84,0.2,,,,
ASM,   Avino Silver&Gd,Other Precious Metals & Mining,Basic Materials,55.5,11.385,0,1.8,62.16,62.16,1.11,155910600,64.823,1,,,,
ASMB,   Assembly Biosci,Biotechnology,Healthcare,0,-2.145,0,35.5,116.46,116.46,16.4,104304000,220,0.5,,,,
ASMIY,   Asm Intl Nv,Semiconductor Equipment & Materials,Technology,45.671,29.945,0.55,588.73,9.43,9.98,538,26539540000,53.018,0.2,,,,
ASML,   Asml Holding Nv,Semiconductor Equipment & Materials,Technology,38.668,29.716,0.95,872.16,21.46,22.41,718.06,2.82E+11,35.18,0.6,,,,Nasdaq 100
ASND,   Ascendis Pharma,Biotechnology,Healthcare,0,-40.967,0,177.96,35.48,35.48,131.35,7965064000,37.37,0.9,,,,
ASO,   Academy Spt&Odr,Specialty Retail,Consumer Cyclical,7.758,7.633,0.87,63.5,27.1,27.97,49.96,3512687600,64.05,0.4,,,,
ASPI,   Asp Isotopes,Chemicals,Basic Materials,0,-42.522,0,6.5,32.92,32.92,4.89,349097100,164.65,0.2,,,,
ASPN,   Aspen Aerogels,Building Products & Equipment,Industrials,691,28.907,0,30,117.08,117.08,13.82,1133931000,85.32,1.4,,,,
ASR,   Grupo Aerop-Adr,Airports & Air Services,Industrials,12.511,11.851,1.8,310,19.58,21.38,259.23,7776900000,36.03,0.6,,,,
ASRT,   Assertio Holdng,Drug Manufacturers—Specialty & Generic,Healthcare,0,-14.27,0,3,200.33,200.33,1,95480000,145,1.4,,,,
ASTE,   Astec Inds Inc,Farm & Heavy Construction Machinery,Industrials,0,99.718,1.33,42.5,9.28,10.61,38.89,886692000,44.61,0.2,,,,
ASTH,   Astrana Health,Medical Care Facilities,Healthcare,33.238,29.431,0,66,52.74,52.74,43.21,2430562500,45.26,1.2,,,,
ASTS,   Ast Spacemobile,Communication Equipment,Technology,0,-35.267,0,36,57.14,57.14,22.91,6637943400,100.5,0.6,,,,
ASUR,   Asure Software,Software—Application,Technology,0,687.857,0,12.5,29.8,29.8,9.63,255676500,52.99,0.6,,,,
ASX,   Ase Tech Hldg,Semiconductors,Technology,19.82,12.185,3.16,12.4,25.13,28.29,9.91,21753341900,38.42,0.7,,,,
ASYS,   Amtec Systems,Semiconductor Equipment & Materials,Technology,0,32.629,0,6,5.08,5.08,5.71,81196200,67.81,0.1,,,,
ATAI,   Atai Life Sci,Biotechnology,Healthcare,0,-2.608,0,8,390.8,390.8,1.63,273514000,200.8,1.9,,,,
ATEC,   Alphatec Hldgs,Medical Devices,Healthcare,0,-15.419,0,17,70,70,10,1418200000,72.76,1,,,,
ATEN,   A10 Networks,Software—Infrastructure,Technology,26.106,27.79,1.37,20,16.08,17.45,17.23,1271574000,35.85,0.5,,,,
ATER,   Aterian Inc,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0,-1.611,0,8.5,209.09,209.09,2.75,24090000,108.13,1.9,,,,
ATEX,   Anterix Inc,Telecom Services,Communication Services,0,-55.667,0,75,120.72,120.72,33.98,632707600,54.98,2.2,,,,
ATGE,   Adtelum Gbl Edu,Education & Training Services,Consumer Defensive,21.019,13.268,0,91.5,0.77,0.77,90.8,3404092000,32.69,0,,,,
ATHA,   Athira Pharma,Biotechnology,Healthcare,0,-0.427,0,0.55,-12.7,-12.7,0.63,24362100,220,-0.1,,,,
ATHM,   Autohome Inc,Internet Content & Information,Communication Services,13.327,14.395,6.08,30,5.19,11.27,28.52,3454057200,33.45,0.3,,,,
ATI,   Allegheny Tech,Metal Fabrication,Industrials,22.977,19.819,0,70,17.17,17.17,59.74,8521313600,32.56,0.5,,,,
ATIP,   Ati Phys Therp,Medical Care Facilities,Healthcare,0,-0.148,0,3,67.6,67.6,1.79,7893900,51.91,1.3,,,,
ATKR,   Atkore Intl Grp,Electrical Equipment & Parts,Industrials,7.398,10.807,1.52,103.5,10.25,11.77,93.88,3276412000,45.75,0.3,,,,
ATLC,   Atlanticus Hldg,Credit Services,Financial Services,13.993,10.339,0,54,-13.28,-13.28,62.27,917859800,39.46,-0.3,,,,
ATLX,   Atlas Lithium,Other Industrial Metals & Mining,Basic Materials,0,4.991,0,19,163.16,163.16,7.22,111332400,126.08,1.3,,,,
ATMU,   Atmus Filtratn,Pollution & Treatment Controls,Industrials,19.944,16.953,0.46,48,11.94,12.4,42.88,3563328000,36.42,0.3,,,,
ATNI,   Atn Intl Inc,Telecom Services,Communication Services,0,-63.077,4.79,30,50.83,55.62,19.89,300537900,65.04,0.9,,,,
ATNM,   Actinium Pharma,Biotechnology,Healthcare,0,-1.626,0,5,273.13,273.13,1.34,41808000,158.75,1.7,,,,
ATO,   Atmos Energy Cp,Utilities—Regulated Gas,Utilities,21.381,18.939,2.37,145,-0.71,1.66,146.03,22693062000,27.46,0.1,XLU,S&P 500,,
ATOM,   Atomera Inc,Semiconductor Equipment & Materials,Technology,0,-13.191,0,7,12.9,12.9,6.2,178436000,109.77,0.1,,,,
ATOS,   Atossa Genetics,Biotechnology,Healthcare,0,-4.92,0,6.5,428.46,428.46,1.23,154734000,95.19,4.5,,,,
ATR,   Aptargroup Inc,Medical Instruments & Supplies,Healthcare,34.618,30.052,1.04,185,7.31,8.35,172.4,11471496000,22.52,0.4,,,,
ATRA,   Atara Biotherp,Biotechnology,Healthcare,0,-1.063,0,14,10.06,10.06,12.72,73267200,220,0,,,,
ATRC,   Atricure Inc,Medical Instruments & Supplies,Healthcare,0,-57.3,0,40,10.74,10.74,36.12,1760850000,48.78,0.2,,,,
ATRO,   Astronics Corp,Aerospace & Defense,Industrials,0,16.745,0,24,46.25,46.25,16.41,578616600,43.67,1.1,,,,
ATS,   Ats Corp,Specialty Industrial Machinery,Industrials,33.819,27.853,0,34,6.95,6.95,31.79,3113194700,36.73,0.2,,,,
ATSG,   Air Transpt Svc,Airlines,Industrials,0,23.891,0,22.5,2.37,2.37,21.98,1445404800,30.24,0.1,,,,
ATUS,   Altice Usa Inc,Telecom Services,Communication Services,0,234.259,0,2,-20.95,-20.95,2.53,1167923900,92.5,-0.2,,,,
ATXI,   Avenue Theraptc,Biotechnology,Healthcare,0.075,-0.954,0,8,327.81,327.81,1.87,3571700,102.779,3.2,,,,
ATXS,   Astria Therptcs,Biotechnology,Healthcare,0,-5.729,0,25,144.38,144.38,10.23,577278900,86.48,1.7,,,,
ATYR,   Atyr Pharma Inc,Biotechnology,Healthcare,0,-4.104,0,20,500.6,500.6,3.33,279520200,98.73,5.1,,,,
AU,   Anglogold Ashnt,Gold,Basic Materials,19.308,7.94,1.71,31,20.72,22.43,25.68,10778666400,42.14,0.5,,,,
AUB,   Atl Union Bnksh,Banks—Regional,Financial Services,17.829,20.899,3.16,46.5,8.67,11.83,42.79,3841686200,36.81,0.3,,,,
AUDC,   Audiocodes Ltd,Communication Equipment,Technology,23.875,11.694,3.9,9,-5.76,-1.86,9.55,288601000,41.13,0,,,,
