Ticker,Total Return,Total Return (EPS),Total Return (SPS),Total Return (FCFPS),Total Return (Composite)
LIQT,155.56,-28.24,10.29,101.47,27.84
LITE,3.72,-29.68,44.27,76.79,30.46
LIVN,35.61,21.01,72.72,92.76,62.16
LKFN,-5.46,123.27,4.66,-21.71,35.41
LKNCY,48.26,48.26,48.26,48.26,48.26
LKQ,29.89,56.24,-9.52,62.86,36.53
LLY,24.83,83.63,-143.47,75.26,5.14
LMAT,-4.17,67.81,9.45,26.24,34.50
LMB,5.09,75.05,-23.05,64.07,38.69
LMFA,100.67,-59.81,128.85,105.76,58.27
LMND,-53.42,-304.88,345.73,54.44,31.76
LMNR,-7.31,33.28,-0.46,99.28,44.03
LMT,19.95,80.7,25.26,2.97,36.31
LNC,8.23,25.24,48.79,84.02,52.68
LNG,-1.61,12.14,-41.66,107.47,25.98
LNKB,3.5,4.03,4.03,4.03,4.03
LNN,3.04,30.34,-20.07,85.02,31.76
LNSR,42.86,117.47,-83.42,48.19,27.41
LNT,4.07,92.39,22.33,-0.05,38.22
LNTH,52.53,5.79,77.69,22.86,35.45
LNW,13.64,-1057.22,19.29,114.46,-307.82
LNZA,221.1,60.22,-8.69,38.32,29.95
LOAR,8.94,8.94,8.94,8.94,8.94
LOB,4.78,31.49,-32.78,101.29,33.33
LOBO,88.68,88.68,88.68,88.68,88.68
LOCL,363.77,490.18,-96.27,-1180.68,-262.26
LOCO,11.91,31.53,-26.67,96.6,33.82
LODE,453.34,190.01,47.31,-543.59,-102.09
LOGC,-22.16,59.53,-109.78,78.93,9.56
LOGI,14.2,57.94,15.44,37.86,37.08
LOMA,-22.36,48.29,116.49,79.73,81.50
LOOP,224.91,124.31,-21.52,-67.77,11.67
LOPE,8.19,88.76,-0.69,12.22,33.43
LOT,-6.76,-6.76,119.9,-34.66,26.16
LOVE,-8.04,-47.37,-894.28,104.62,-279.01
LOW,8.47,53.21,18.83,35.49,35.84
LPCN,354.55,99.61,-3.24,93.74,63.37
LPG,83.12,79.65,25.65,49.88,51.73
LPLA,-3.73,42.92,0.81,59.54,34.42
LPRO,17.06,-16.45,-244.78,292.31,10.36
LPSN,12.25,32.75,-38.72,97.31,30.45
LPTH,61.29,-356.53,437.09,-102.02,-7.15
LPTX,330.11,113.9,-18.09,13.87,36.56
LPX,0.68,43.75,-21.15,87.21,36.60
LQDA,139.79,315.25,-288.84,25.12,17.18
LQDT,6.59,77.21,-15.64,99,53.52
LQR,331.03,331.03,331.03,331.03,331.03
LRCX,22.44,34.38,99.57,-30.42,34.51
LRFC,14.19,5.36,5.36,5.36,5.36
LRLCY,48.56,2.01,2.01,2.01,2.01
LRMR,262.44,1001.6,-940.36,262.44,107.89
LRN,-14.58,46.68,-15.11,89.48,40.35
LSAK,47.6,1.93,63.86,58.55,41.45
LSCC,-7.34,48.23,53.04,56.85,52.71
LSEA,33.51,-238.44,-105.29,137.35,-68.79
LSF,32.38,-312.44,251.26,6.77,-18.14
LSPD,8.01,-74.99,152.24,-38.68,12.86
LSTA,414.71,10.63,94.46,24.41,43.17
LSTR,-4.81,-46.74,4.2,143.82,33.76
LTC,3.09,61.47,-35,60.24,28.90
LTH,20.23,79.2,-44.67,115.53,50.02
LTM,48.47,2.12,2.12,2.12,2.12
LTRX,94.81,-248.38,138.42,67.63,-14.11
LUCD,185.95,-4.13,154.59,-76.47,24.66
LUCY,103.49,103.49,103.49,103.49,103.49
LULU,-0.78,-12.64,0.22,112.12,33.23
LUMN,-25.82,43.12,24.99,75.75,47.95
LUMO,-2.41,1661.53,1044.67,107.17,937.79
LUNA,356.99,356.99,356.99,356.99,356.99
LUNG,111.8,-686.93,494.37,246.35,17.93
LUNMF,22.86,2.62,2.62,2.62,2.62
LUNR,13.07,-214.46,-82.34,141.48,-51.77
LUV,-8.37,-7.33,40.29,96.41,43.12
LVLU,20.49,74.99,13.74,32.28,40.34
LVMUY,15.32,2.19,2.19,2.19,2.19
LVO,135.71,193.49,-29.94,-424.44,-86.96
LVRO,21.7,-40.48,30.68,117.21,35.80
LVS,12.77,19.24,-2590.58,97.37,-824.66
LW,2.58,25.41,29.64,71.33,42.13
LXEO,212.93,212.93,212.93,212.93,212.93
LXFR,21.24,-53.86,8.69,149.72,34.85
LXP,24.1,77.87,18,100.97,65.61
LXRX,180.54,141.06,-63.66,4.9,27.43
LXU,10.62,82.46,49.82,93.84,75.37
LYB,27.85,10.21,39.82,72.46,40.83
LYEL,6.54,-500.93,610.54,-146.03,-12.14
LYFT,12.29,68.36,20.73,26.78,38.62
LYG,50.5,5.52,5.52,5.52,5.52
LYRA,494.67,-102.82,253.8,-104.22,15.59
LYSDY,111.3,111.3,111.3,111.3,111.30
LYTS,9.62,30.56,10.71,82.32,41.20
LYV,6.3,100.97,75.91,63.03,79.97
LZ,0.5,139.78,115.32,24.67,93.26
LZAGY,9.8,0.74,0.74,0.74,0.74
LZB,-3.04,28.05,39.03,54.09,40.39
M,7.26,40.06,35.78,73.85,49.90
MA,9.21,93,25.01,-16.65,33.79
MAA,6.11,69.24,-3.96,48.19,37.82
MAC,-16.17,35.22,21.8,89.73,48.92
MAG,3.77,100.99,83.28,107.48,97.25
MAIA,473.86,473.86,473.86,473.86,473.86
MAIN,-0.46,-6.07,62.25,56.62,37.60
MAKSY,6.39,0.77,0.77,0.77,0.77
MAMA,1.52,-13.72,-158.01,100.35,-23.79
MAN,18.74,28.74,2.93,87.4,39.69
MANH,2.33,58.91,131.64,-94.59,31.99
MANU,-20.25,354.93,114.66,40.71,170.10
MAPS,82.52,82.52,82.52,82.52,82.52
MAR,-6.47,39.8,51.21,19.48,36.83
MARA,-0.52,13.5,96.57,95.62,68.56
MARUY,22.71,3.66,3.66,3.66,3.66
MAS,9.79,35.72,32.63,48.33,38.89
MASI,0.18,67.38,-17.84,58.26,35.93
MASS,127.27,-82.05,-215.88,306.74,2.94
MAT,23.67,13.16,13.05,84.45,36.89
MATV,28.49,31.26,46.19,64.47,47.31
MATW,27.58,50.04,32.11,65.83,49.33
MATX,-0.19,3.15,-2.14,94.52,31.84
MAX,127.07,-53.73,1.22,113.19,20.23
MAXN,143.31,28.11,-456.87,197.73,-77.01
MBC,33.41,33.41,33.41,33.41,33.41
MBCN,0.03,83.86,18.39,18.11,40.12
MBI,-1.32,-102.74,66.87,104.8,22.98
MBIN,32.06,53.71,15.6,36.32,35.21
MBLY,5.47,5.47,5.47,5.47,5.47
MBUU,8.02,-3.78,41.39,65.08,34.23
MBWM,2.37,29.44,23.16,79.02,43.87
MBX,89.68,89.68,89.68,89.68,89.68
MC,-9.37,46.33,-38,107.18,38.50
MCB,14.08,92.35,28.69,-10.37,36.89
MCBS,2,-49.55,-2.27,154.87,34.35
MCD,12.78,91.55,49.54,-37.44,34.55
MCFT,14.36,-3.73,-8.23,109.33,32.46
MCHP,32.58,5.43,21.15,81.97,36.18
MCHX,84.16,-101.11,-14.91,119.39,1.12
MCK,8.4,25.28,-17.62,107.49,38.38
MCO,1.76,86.53,-15.04,30.76,34.08
MCRB,42.56,130.98,-29.57,-39.09,20.77
MCRI,-8.13,100.99,-28.02,12.53,28.50
MCS,11.98,-17.04,-39.81,112.12,18.42
MCW,28.21,-94.79,-169.67,141.88,-40.86
MCY,5.7,14.58,-0.16,98.2,37.54
MD,4.59,39.1,37.4,33.79,36.76
MDAI,104.55,-102.48,-160.89,203.27,-20.03
MDB,4.47,146.51,1242.11,-28.16,453.49
MDGL,21.36,86.82,52.3,125.42,88.18
MDLZ,26.32,60.74,69.62,-18.82,37.18
MDNAF,245.53,245.53,245.53,245.53,245.53
MDRX,18.48,18.48,18.48,18.48,18.48
MDT,16.37,11.19,-18.36,116.14,36.32
MDU,8.32,20.54,-11.52,88.12,32.38
MDV,20.88,20.04,-10.11,109.02,39.65
MDWD,49.29,29.68,66.54,23.6,39.94
MDXG,25.65,0.4,21.91,97.5,39.94
MEC,17.51,15.59,30.44,90.98,45.67
MED,20.26,187.34,14.41,-5.66,65.36
MEDP,2.72,67.82,51.34,-18.96,33.40
MEG,113.9,11.12,-11.65,92.98,30.82
MEI,4.09,31.49,30.91,68.6,43.67
MELI,18.01,-53.24,-35.03,168.53,26.75
MEOH,16.71,31.68,-5.33,81.67,36.01
MERC,20.46,78.98,72.44,99.8,83.74
MESO,21.34,97.26,-1489.71,113.26,-426.40
MET,11,9.16,38.3,61.19,36.22
META,6.26,92.12,25.95,-17.31,33.59
METC,54.6,-26.41,-8.86,132.61,32.45
MFA,35.35,31.33,55.93,64.73,50.66
MFC,12.56,3.54,3.54,3.54,3.54
MFG,1.68,2.9,2.9,2.9,2.90
MFIC,13.55,10.71,10.71,10.71,10.71
MFIN,29.3,18.85,-117.4,171.26,24.24
MG,71.27,112.82,44.48,62.63,73.31
MGA,13.83,4.2,4.2,4.2,4.20
MGEE,-26.21,153.53,-91.41,-55.4,2.24
MGIC,28.47,34.58,-28.18,113.28,39.89
MGM,34.63,17.53,7389.31,108.93,2505.26
MGNI,2.58,-97.44,-64.96,138.15,-8.08
MGNX,103.49,-29.36,66.98,78.57,38.73
MGPI,36.72,68.72,-7.96,52.18,37.65
MGRC,12.85,50.81,35.22,52.7,46.24
MGRM,157.51,157.51,157.51,157.51,157.51
MGTX,268,70.96,-35.99,57.44,30.80
MGY,3.9,30.96,7.24,91.88,43.36
MHGU,53.75,53.75,53.75,53.75,53.75
MHH,12.91,37.74,39.86,43.04,40.21
MHK,12.24,39.18,-10.97,89.59,39.27
MHO,17.58,22.95,7.32,76.17,35.48
MIDD,12.48,87.53,26.76,-11.98,34.10
MIND,59.15,88.66,-3.48,100.59,61.92
MIR,-11.45,-42.69,30.74,121.24,36.43
MIRM,44.78,-7.53,52.26,76.92,40.55
MIST,276.34,367.01,-382.63,56.37,13.58
MITK,40.85,-39.86,29.54,82.02,23.90
MITSY,29.01,2.58,2.58,2.58,2.58
MITT,34.3,-148.88,60.53,145.27,18.97
MKC,11.37,203.23,-16.14,-84.54,34.18
MKFG,24.07,-180.61,-129.92,286.21,-8.11
MKKGY,36.28,1.58,1.58,1.58,1.58
MKL,-6.16,1.01,-59.36,155.02,32.22
MKSI,20.54,22.25,34.42,68.48,41.72
MKTW,113.54,73.9,38.25,35.46,49.20
MKTX,11.66,187.11,31.49,-119.15,33.15
ML,19.35,102.84,41.21,-9.78,44.76
MLAB,6.22,-280.48,57.57,53.89,-56.34
MLCO,51.23,37.71,-759.58,106.05,-205.27
MLEC,246.82,22.77,84.3,-76.09,10.33
MLKN,32.62,23.81,11.14,82.68,39.21
MLM,12.63,52.21,30.07,25.69,35.99
MLNK,7.66,7.66,7.66,7.66,7.66
MLR,6.4,3.8,-7.44,95.5,30.62
MLSS,140.6,-41.64,65.36,84.5,36.07
MLTX,40.35,40.35,40.35,40.35,40.35
MLYS,148.64,148.64,148.64,148.64,148.64
MMC,1.98,61.52,26.23,19.2,35.65
MMI,-26.21,-58.16,34.29,128.03,34.72
MMLP,0.75,13.03,51,93.88,52.64
MMM,16.1,23.93,28.87,61.14,37.98
MMS,54.35,77.1,-0.56,29.36,35.30
MMSI,3.99,20.08,28.99,65.42,38.16
MMYT,-2.96,-11.13,-429.02,107.06,-111.03
MNDY,15.74,95.59,72.73,34.98,67.77
MNKD,34.13,211.25,-119.58,139.19,76.95
MNMD,173.88,173.88,173.88,173.88,173.88
MNOV,291.3,14.85,87.26,90.06,64.06
MNPR,-0.73,-129.44,405.25,-0.73,91.69
MNR,70.33,14.79,14.79,14.79,14.79
MNRO,12.88,80.55,33.28,2.25,38.69
MNSB,16.99,36.31,31.27,55.78,41.12
MNST,3.34,101.76,-20.45,18.26,33.19
MNTK,45.99,-44.9,47.01,113.64,38.58
MNTX,0.87,65.46,17.92,98.62,60.67
MO,5.56,112.24,103.93,-114.33,33.95
MOD,6.12,37.06,52.43,58.6,49.36
MODD,376.19,376.19,376.19,376.19,376.19
MODG,46.16,44.62,9.51,92.02,48.72
MODV,27.78,-633.87,21.85,113.68,-166.11
MOFG,3.55,11.61,-6.73,100.79,35.22
MOGO,418.88,108.98,78.02,115.62,100.87
MOH,20.55,50.05,17.34,48.55,38.65
MOLN,56.88,32.51,173.19,218.16,141.29
MONDY,41.8,5.05,5.05,5.05,5.05
MORN,8.67,-8.39,30.93,79.88,34.14
MOS,11.82,40.99,34.68,54.12,43.26
MOV,90.01,30.4,20.05,84.99,45.15
MOVE,460.75,460.75,460.75,460.75,460.75
MP,-4.8,-29.42,-31.05,118.26,19.26
MPB,15.25,45.33,-21.72,70.45,31.35
MPC,14.86,4.34,10.28,94.59,36.40
MPLN,39.66,34.46,52.46,38.83,41.92
MPLX,6.36,33.71,-19.41,111.81,42.04
MPTI,-12.58,-12.58,-12.58,-12.58,-12.58
MPW,25.4,18.74,35.45,82.21,45.47
MPWR,53.04,41.03,71.19,-6.76,35.15
MPX,-12.79,-19.15,-13.05,143.51,37.10
MQ,30.21,120.98,82.48,-53.35,50.04
MRAM,45.87,-36.75,49.91,98.34,37.17
MRBK,-3.45,2.93,2.93,2.93,2.93
MRC,20.06,80.27,8.6,96.79,61.89
MRCY,-8.02,50.36,-4.69,92.46,46.04
MREO,54.68,54.68,54.68,54.68,54.68
MRK,30.86,16.74,60.71,38.31,38.59
MRKR,452.33,-31.57,56.56,88.75,37.91
MRMD,194.12,194.12,194.12,194.12,194.12
MRNA,44.57,-245.87,161.23,126.35,13.90
MRNS,386.85,57.25,91.25,-85.56,20.98
MRSN,195.36,54.45,50.4,-0.11,34.91
MRT,-12.02,-12.02,-12.02,-12.02,-12.02
MRTN,4.13,64.31,2.52,41.1,35.98
MRUS,87.19,65.47,22.81,9.75,32.68
MRVI,75.93,121.24,-193.51,210.49,46.07
MRVL,-0.7,879.89,38.06,77.86,331.94
MRX,12.78,1.93,1.93,1.93,1.93
MS,3.25,63.02,-7.48,47.1,34.21
MSA,15.89,-7.38,31.87,86.4,36.96
MSAI,396.89,-148.47,84.22,148.62,28.12
MSBI,2.4,-21.14,-15.15,135.33,33.01
MSCI,9.91,1.05,1.05,1.05,1.05
MSCI,9.91,6.31,154.37,-59.41,33.76
MSCLF,192.4,192.4,192.4,192.4,192.40
MSDL,-0.38,-0.38,-0.38,-0.38,-0.38
MSEX,7.54,130.34,16.81,-40.4,35.58
MSFT,16.73,171.4,-78.62,5.36,32.71
MSGE,15.77,15.77,15.77,15.77,15.77
MSGS,4.5,4.5,4.5,4.5,4.50
MSI,4.85,31.8,42.37,61.4,45.19
MSM,0.15,34.58,-4.86,81.55,37.09
MSTR,40.59,-15.38,132.14,105.31,74.02
MT,22.8,1.96,1.96,1.96,1.96
MTAL,24.51,24.51,24.51,24.51,24.51
MTB,5.15,34.97,-14.06,73.99,31.63
MTCH,15.68,35.7,81.19,-14.1,34.26
MTD,5.93,121.21,30.02,-54.76,32.16
MTDR,26.22,-5.4,-101.22,111.86,1.75
MTG,2.27,99.95,16.96,94.7,70.54
MTH,17.03,33.69,12.77,76.14,40.87
MTLS,14.97,-392.99,165.22,114.88,-37.63
MTN,7.23,14.89,70.35,34.39,39.88
MTRN,18.49,44.54,-0.06,61.8,35.43
MTRX,29.87,61.55,15.17,95.3,57.34
MTSI,6.36,35.91,48.91,65.65,50.16
MTTR,16.53,58.49,-50.13,88.52,32.29
MTUAY,3.36,0.64,0.64,0.64,0.64
MTUS,19.4,98.43,-35.54,104.32,55.74
MTW,9.84,72.67,-83.14,101.58,30.37
MTX,18.57,35.32,9.92,61.77,35.67
MTZ,7,6.07,9.81,91.31,35.73
MU,45.7,-20.47,-30.04,111.79,20.43
MUFG,7.94,37.63,-14.79,63.03,28.62
MUR,24.38,37.95,907.24,90.93,345.37
MURA,340.1,340.1,340.1,340.1,340.10
MURGY,-4.68,3.01,3.01,3.01,3.01
MUSA,0.14,98.82,-28.97,25.71,31.85
MUX,50.77,47.45,72.91,28.84,49.73
MVBF,16.63,41.52,22.98,53.47,39.32
MVIS,240.91,360.81,-192.32,-93.86,24.88
MVST,183.69,182.89,-323.35,68.62,-23.95
MWA,4.65,5287.11,-1.71,109.07,1798.16
MX,57.66,17158.21,2.73,102.72,5754.55
MXCT,165.36,-76.11,-84.45,230.41,23.28
MXL,3.45,66.66,-32.05,102.11,45.57
MYFW,6.98,34.33,-36.93,100.54,32.65
MYGN,47.87,116.06,-71.71,107.16,50.50
MYNA,491.15,-52.7,128.2,30.14,35.21
MYO,34.51,68.35,-6.24,40.94,34.35
MYPS,81.35,-1073.82,28.17,104.62,-313.68
MYRG,-4.47,44.74,-27.21,66.15,27.89
MYSZ,136.24,237.4,-170.07,-19.39,15.98
MYTE,-5.26,60.17,-91.18,58.84,9.28
NABL,39.98,-10.03,24.51,84.2,32.89
NABZY,2.56,4.36,4.36,4.36,4.36
NAK,294.16,294.16,294.16,294.16,294.16
NAMS,73.12,-142.61,302.89,151.35,103.88
NAPA,-0.27,54.48,55.43,35.9,48.60
NARI,26.09,-296.4,430.42,142.11,92.04
NAT,82.2,43.34,25.35,98.72,55.80
NATL,3.19,3.19,3.19,3.19,3.19
NATR,36.73,13.99,0.18,90.66,34.94
NAUT,60.55,60.55,60.55,60.55,60.55
NAVI,3.66,50.8,47.41,25.04,41.08
NB,451.95,451.95,451.95,451.95,451.95
NBBK,11.39,11.39,11.39,11.39,11.39
NBHC,6.44,-7.32,-11.26,112.01,31.14
NBIX,31.94,-42.11,-59.72,120.47,6.21
NBR,18.22,75.31,-11.74,95.02,52.86
NBTB,4.73,27.71,2.09,78.21,36.00
NBTX,257.52,-307.57,402.4,138.94,77.92
NCDL,6.46,6.46,6.46,6.46,6.46
NCLH,9.57,9.57,9.57,9.57,9.57
NCLH,9.57,213.27,157.69,95.2,155.39
NCMI,11.45,-8.06,-27,122.68,29.21
NCNO,0,162.96,643.06,-64.11,247.30
NDAQ,2.43,59.01,60.34,-13.26,35.36
NDLS,301.39,301.39,301.39,301.39,301.39
NDSN,10.9,35.65,94.57,-26.59,34.54
NE,38.64,44.31,66.75,96.97,69.34
NECB,-4.48,-38.73,-25.82,156.5,30.65
NEE,19.99,93.72,-32.12,17.7,26.43
NEM,34.75,21.36,8.28,96.31,41.98
NEO,12.23,-293.26,69.46,126.24,-32.52
NEOG,24.53,19.22,27.19,68.5,38.30
NEON,36.67,360.55,38.59,94.94,164.69
NEOV,60.6,60.6,60.6,60.6,60.60
NEP,51.68,55.25,-122.48,122.07,18.28
NEPH,191.52,-242.52,247.43,66.7,23.87
NERV,127.28,59.93,8.58,68.83,45.78
NESR,69.49,69.49,69.49,69.49,69.49
NET,-9.45,22.71,1033.94,88.24,381.63
NEUE,52.38,121.78,309.68,156.07,195.84
NEWP,179.63,179.63,179.63,179.63,179.63
NEWT,4.49,61.99,20.32,65.36,49.22
NEXN,-0.97,57.05,13.94,70.74,47.24
NEXT,40.45,83.09,14.36,40.45,45.97
NFBK,3.67,-75.47,24.03,172.42,40.33
NFE,55.54,1425.95,-90.57,157.28,497.55
NFG,4.56,22.26,-86.9,101.02,12.13
NFGC,411.36,411.36,411.36,411.36,411.36
NFLX,-11.32,41.92,-26.13,66.77,27.52
NG,173.3,54.02,-49.36,113.69,39.45
NGD,20.27,-106.85,74.99,86.72,18.29
NGG,15.01,5.54,5.54,5.54,5.54
NGL,5.04,-179.63,-50.69,113.36,-38.99
NGNE,146.2,76.92,23.2,4.36,34.83
NGS,21.38,15.57,-57.95,97.34,18.32
NGVT,2.5,22.82,32.35,66.47,40.55
NHI,19.24,83.44,50.13,27.81,53.79
NHYDY,61.22,3.8,3.8,3.8,3.80
NI,5.38,80.47,82.28,12.67,58.47
NIC,10.97,69.69,-4.37,33.94,33.09
NICE,34.87,20.67,16.22,66.49,34.46
NINE,-40.83,-172.02,7.15,118.14,-15.58
NJDCY,32.7,1.4,1.4,1.4,1.40
NJR,7.15,76.09,56.9,32.04,55.01
NKE,18.68,70.4,12.66,23.97,35.68
NKLA,319.16,-27.43,682.88,-1842.82,-395.79
NKSH,26.17,23.77,4.23,86.08,38.03
NKTR,273.83,-70.97,143.08,99.45,57.19
NKTX,474.07,404.42,-358.34,-26.42,6.55
NL,-22.97,69.58,-64.56,97.88,34.30
NLOP,49.53,4.24,4.24,4.24,4.24
NLST,119.78,119.78,119.78,119.78,119.78
NLY,19.43,47.19,45.31,81.84,58.11
NMFC,19.36,11.13,11.13,11.13,11.13
NMG,196.52,196.52,196.52,196.52,196.52
NMIH,11.91,-24.77,-101.49,213.53,29.09
NMM,70.98,34.29,46.42,58.05,46.25
NMR,-5.8,1.55,1.55,1.55,1.55
NMRA,137.85,137.85,137.85,137.85,137.85
NMRK,21.7,33.55,26.65,75.21,45.14
NN,22.4,114.89,-54.36,57.93,39.49
NNBR,65.09,1198.7,-104.95,104.28,399.34
NNE,117.88,117.88,117.88,117.88,117.88
NNGRY,158.75,7.95,7.95,7.95,7.95
NNI,-1.16,37.69,5.83,69.33,37.62
NNN,14.39,3.01,12.59,105.49,40.36
NNOX,82.88,2.82,55.98,-0.38,19.47
NOA,101.78,1.68,1.68,1.68,1.68
NOC,19.61,42.59,-10.58,75.02,35.68
NOG,15.43,365.78,112.93,-9.75,156.32
NOK,21.55,3.35,3.35,3.35,3.35
NOMD,30.28,58.05,-20.29,69.95,35.90
NOTE,245.56,110.62,87.41,-17.44,60.20
NOTV,-4.53,-92.69,60.81,127.53,31.88
NOV,25.46,1.85,1.85,1.85,1.85
NOVA,141.45,145.94,12.19,-80.08,26.02
NOVT,5.77,60.18,50.41,68.3,59.63
NOW,-4,-12.78,-21.79,129.98,31.80
NPCE,34.12,-428.1,327.99,201.98,33.96
NPO,-5.45,40.21,57.61,51.62,49.81
NPSNY,38.39,0.28,0.28,0.28,0.28
NPWR,39.59,39.59,39.59,39.59,39.59
NR,37.07,26.87,-21.93,99,34.65
NRDBY,14.36,8.68,8.68,8.68,8.68
NRDS,24.11,30.41,26.49,75.6,44.17
NRDY,34.23,80.53,48.71,8.65,45.96
NREF,0.91,28.77,120.97,108.18,85.97
NRG,2.54,21.88,50.54,96.5,56.31
NRGV,46.2,204.11,58.16,-317.16,-18.30
NRIM,8.34,59.91,-32.78,59.34,28.82
NRIX,48.4,141.12,-111.55,34.78,21.45
NRSN,364.6,364.6,364.6,364.6,364.60
NSA,1.2,44.43,43.88,61.14,49.82
NSANY,53.74,5.26,5.26,5.26,5.26
NSC,6.38,136.34,-16.99,-19.89,33.15
NSIT,23.12,58.06,25.64,31.91,38.54
NSP,9.2,86.24,2.85,20.56,36.55
NSPR,49.5,-1.47,7.76,95.86,34.05
NSRGY,38.62,3.78,3.78,3.78,3.78
NSSC,18.63,71.6,16.13,26.5,38.08
NTAP,13.94,33.26,100.63,-27.19,35.57
NTCT,-1.6,76.86,11.23,89.48,59.19
NTGR,-13.76,17.12,3.37,93.55,38.01
NTIC,55.6,32.76,17.33,78.28,42.79
NTLA,289.08,62.98,11.93,36.88,37.26
NTNX,25.74,-45.12,-0.69,127.59,27.26
NTR,27.52,4.52,4.52,4.52,4.52
NTRA,-2.46,-116.66,69.42,146.42,33.06
NTRP,-24.47,-24.47,-24.47,-24.47,-24.47
NTRS,0.13,106.19,-9.83,7.39,34.58
NTST,22.39,12.69,46.67,67.78,42.38
NU,37.1,1652.4,342.18,181.24,725.27
NUE,9.14,7.33,-4,100.82,34.72
NUS,-3.52,57.96,2.34,55.36,38.55
NUTX,45.42,88.2,21.23,558.65,222.69
NUVB,124.91,124.91,124.91,124.91,124.91
NUVL,18.73,18.73,18.73,18.73,18.73
NVAX,84.3,94.36,-26.83,39.56,35.70
NVCR,8.16,-75.85,39.87,121.28,28.43
NVCT,322.54,322.54,322.54,322.54,322.54
NVDA,24.8,95.37,-11.29,28.3,37.46
NVEE,35.39,79.5,51.5,-15.29,38.57
NVGS,40.81,6.44,69.26,82.37,52.69
NVMI,29.01,20.26,63.73,16.97,33.65
NVNO,490.16,-60.48,60.16,113.05,37.58
NVR,6.91,81.48,-24.62,35.97,30.94
NVRI,64.26,54.32,-27.88,97.42,41.29
NVRO,40.85,63.86,-8.82,53.03,36.02
NVS,18.37,3.6,3.6,3.6,3.60
NVST,-4.55,78.07,15.15,86.62,59.95
NVT,8.42,55.9,71.67,-19.96,35.87
NVTS,27.39,66.46,93.29,-50.46,36.43
NVX,73.95,73.95,73.95,73.95,73.95
NVZMY,30.85,0.99,0.99,0.99,0.99
NWBI,1.95,-13.65,-4.56,129.26,37.02
NWE,10.5,12.84,298.34,101.55,137.58
NWG,-9.36,4.27,4.27,4.27,4.27
NWL,0.71,65.29,23.2,86.23,58.24
NWN,8.16,174.79,2.73,-67.46,36.69
NWPX,1.48,25.02,-476.22,88.16,-121.01
NWS,-24.66,0.62,0.62,0.62,0.62
NWSA,20.41,-224.56,42.26,62.76,-39.85
NX,28.53,15.3,-4.76,104.8,38.45
NXGL,68.54,-14.64,111.46,1.37,32.73
NXL,-30.39,-30.39,-30.39,-30.39,-30.39
NXPI,15.6,15.76,29.67,64.61,36.68
NXRT,6.06,-10.92,28.62,99.6,39.10
NXST,21.26,26.56,-142.7,84.39,-10.58
NXT,40.52,40.52,40.52,40.52,40.52
NXTC,165.49,-1159.49,1131.21,-144.89,-57.72
NYAX,1.5,1.5,1.5,1.5,1.50
NYC,-2.65,-40.79,76.61,48.44,28.09
NYMT,28.86,79.97,-240.01,156.31,-1.24
NYT,8.49,22.3,38.3,68.73,43.11
O,18.02,-10.38,18.31,112.3,40.08
OABI,155.75,88.47,-57.29,53.72,28.30
OB,-3.52,32.26,83.21,90.98,68.82
OBDE,7.31,7.31,7.31,7.31,7.31
OBIO,168.82,168.82,168.82,168.82,168.82
OBK,7.74,38.4,5.71,64.19,36.10
OBT,12.2,17.23,3.35,83.09,34.56
OC,2.25,42.82,54.48,67.83,55.04
OCDDY,73.58,73.58,73.58,73.58,73.58
OCFC,12.41,13.58,-10.91,101.26,34.64
OCFT,-9.76,259.31,-34.96,-172.96,17.13
OCS,68.48,68.48,68.48,68.48,68.48
OCSL,14.34,14.09,14.09,14.09,14.09
OCUL,89.67,157.28,-72.79,20.67,35.05
OCX,71.52,63.91,-5.26,15.2,24.62
ODD,11.51,11.51,11.51,11.51,11.51
ODFL,-9.87,88.3,16.26,-2.8,33.92
ODP,38.67,84.73,38.08,78.14,66.98
OEC,26.75,35.56,34.69,77.67,49.31
OESX,197.62,-181.92,57.81,99.94,-8.06
OFG,9.69,40.99,-11.04,71.58,33.84
OFIX,24.1,157.02,10.13,100.04,89.06
OFS,25.9,-452.13,-9.4,469.5,2.66
OGE,-2.67,86.98,-32.5,31.82,28.77
OGN,47.68,57.67,9.16,56.98,41.27
OGS,-0.42,124.11,-7.17,-17.73,33.07
OHI,15.48,102.03,34.26,102.07,79.45
OI,23.6,57.62,26.65,90.21,58.16
OII,-14.53,40.16,14.96,84.9,46.67
OIS,30.4,-5.73,-43.62,104.1,18.25
OKE,-0.04,110.74,-67.65,3.09,15.39
OKLO,34.13,34.13,34.13,34.13,34.13
OKTA,15.04,91.56,50.85,-5.34,45.69
OKUR,139.23,139.23,139.23,139.23,139.23
OLED,34.82,-25.86,23.42,108.99,35.52
OLLI,9.96,97.28,-9.99,10.3,32.53
OLMA,190,190,190,190,190.00
OLN,13.87,21.25,0.92,93.48,38.55
OLO,17.4,46.65,92.56,57.68,65.63
OLP,2.1,23.87,10.73,88.2,40.93
OLPX,-5.8,62.28,-600.71,626.76,29.44
OM,154.24,-472.54,608.39,-105.79,10.02
OMAB,20.48,7.54,7.54,7.54,7.54
OMC,18.28,32.37,8.07,68.3,36.25
OMCL,15.14,43.19,19.69,66.44,43.11
OMF,12.06,38.46,-56.8,140.06,40.57
OMH,478.41,478.41,478.41,478.41,478.41
OMI,-2.37,47.3,-9.49,90.77,42.86
